id,x,y,z,address,panel,feather,rung,spiral,controllerID,controllerChannel,position
0,111.4998634,0.0120472506,0,1,0,13,1,0,1,0,0
1,95.86107539,0.0103543363,0,2,0,13,3,0,1,0,0
2,80.33917724,0.0087007921,0,3,0,13,5,0,1,0,0
3,69.03889555,0.007480319,0,4,0,13,7,0,1,0,0
4,59.32869345,0.0064173263,0,5,0,13,9,0,1,0,0
5,49.68246777,0.0053937037,0,6,0,13,11,0,1,0,0
6,42.66340887,0.0046063017,0,7,0,13,13,0,1,0,0
7,36.62297253,0.0039763801,0,8,0,13,15,0,1,0,0
8,30.63816615,0.0033070884,0,9,0,13,17,0,1,0,0
9,26.29875436,0.0028346472,0,10,0,13,19,0,1,0,0
10,22.53355548,0.0024409462,0,11,0,13,21,0,1,0,0
11,18.9110732,0.0020472452,0,12,0,13,23,0,1,0,0
12,100.2769045,27.74442443,0,1,0,12,2,0,1,0,0
13,84.57374646,23.40024886,0,2,0,12,4,0,1,0,0
14,71.33909364,19.73898704,0,3,0,12,6,0,1,0,0
15,62.08152959,17.17796203,0,4,0,12,8,0,1,0,0
16,52.31609124,14.47642514,0,5,0,12,10,0,1,0,0
17,44.09970885,12.20339242,0,6,0,12,12,0,1,0,0
18,38.35021756,10.61075376,0,7,0,12,14,0,1,0,0
19,32.2800568,8.927209545,0,8,0,12,16,0,1,0,0
20,27.18938476,7.522838708,0,9,0,12,18,0,1,0,0
21,23.63418599,6.541775186,0,10,0,12,20,0,1,0,0
22,19.90843595,5.490829737,0,11,0,12,22,0,1,0,0
23,96.55670568,55.75865216,0,1,0,11,1,0,1,0,0
24,83.01382436,47.93801801,0,2,0,11,3,0,1,0,0
25,69.57216355,40.17584847,0,3,0,11,5,0,1,0,0
26,59.7863315,34.52482179,0,4,0,11,7,0,1,0,0
27,51.37746869,29.6689924,0,5,0,11,9,0,1,0,0
28,43.02403898,24.84513153,0,6,0,11,11,0,1,0,0
29,36.94564987,21.33505089,0,7,0,11,13,0,1,0,0
30,31.71478091,18.3143406,0,8,0,11,15,0,1,0,0
31,26.53206157,15.32150434,0,9,0,11,17,0,1,0,0
32,22.77418553,13.15142442,0,10,0,11,19,0,1,0,0
33,19.51359321,11.26854939,0,11,0,11,21,0,1,0,0
34,16.37662302,9.457012981,0,12,0,11,23,0,1,0,0
35,72.97145673,74.16452824,0,1,0,10,2,0,1,0,0
36,61.54400961,62.55097866,0,2,0,10,4,0,1,0,0
37,51.91294142,52.76309936,0,3,0,10,6,0,1,0,0
38,45.17600865,45.91648149,0,4,0,10,8,0,1,0,0
39,38.06958749,38.69431223,0,5,0,10,10,0,1,0,0
40,32.09033229,32.61773415,0,6,0,10,12,0,1,0,0
41,27.90737727,28.36379484,0,7,0,10,14,0,1,0,0
42,23.49213867,23.87080029,0,8,0,10,16,0,1,0,0
43,19.78564061,20.1093022,0,9,0,10,18,0,1,0,0
44,17.19725338,17.48213542,0,10,0,10,20,0,1,0,0
45,14.49607082,14.7091418,0,11,0,10,22,0,1,0,0
46,55.74298286,96.56576081,0,1,0,9,1,0,1,0,0
47,47.92455344,83.02158026,0,2,0,9,3,0,1,0,0
48,40.16458862,69.57865962,0,3,0,9,5,0,1,0,0
49,34.51513675,59.79192205,0,4,0,9,7,0,1,0,0
50,29.66064594,51.38227184,0,5,0,9,9,0,1,0,0
51,24.83812365,43.02805473,0,6,0,9,11,0,1,0,0
52,21.32902727,36.94911444,0,7,0,9,13,0,1,0,0
53,18.30918312,31.71773366,0,8,0,9,15,0,1,0,0
54,15.31717363,26.53454189,0,9,0,9,17,0,1,0,0
55,13.14772364,22.77635088,0,10,0,9,19,0,1,0,0
56,11.26536041,19.51544361,0,11,0,9,21,0,1,0,0
57,9.454335814,16.37815845,0,12,0,9,23,0,1,0,0
58,26.11469914,100.7135977,0,1,0,8,2,0,1,0,0
59,22.02469693,84.94232933,0,2,0,8,4,0,1,0,0
60,18.57764783,71.65027491,0,3,0,8,6,0,1,0,0
61,16.16646542,62.35255336,0,4,0,8,8,0,1,0,0
62,13.62299948,52.54479215,0,5,0,8,10,0,1,0,0
63,11.48299833,44.29274045,0,6,0,8,12,0,1,0,0
64,9.987288858,38.51726489,0,7,0,8,14,0,1,0,0
65,8.410004541,32.41863955,0,8,0,8,16,0,1,0,0
66,7.080712485,27.30784939,0,9,0,8,18,0,1,0,0
67,6.152641118,23.73847739,0,10,0,8,20,0,1,0,0
68,5.199766587,19.98642812,0,11,0,8,22,0,1,0,0
69,-0.0060236253,111.4998634,0,1,0,7,1,0,1,0,0
70,-0.0051574831,95.86107539,0,2,0,7,3,0,1,0,0
71,-0.004330711,80.33917724,0,3,0,7,5,0,1,0,0
72,-0.0037007894,69.03889555,0,4,0,7,7,0,1,0,0
73,-0.0031889781,59.32869345,0,5,0,7,9,0,1,0,0
74,-0.0026771668,49.68246777,0,6,0,7,11,0,1,0,0
75,-0.0022834658,42.66340887,0,7,0,7,13,0,1,0,0
76,-0.001968505,36.62297253,0,8,0,7,15,0,1,0,0
77,-0.0016535442,30.63816615,0,9,0,7,17,0,1,0,0
78,-0.0014173236,26.29875436,0,10,0,7,19,0,1,0,0
79,-0.0012204731,22.53355548,0,11,0,7,21,0,1,0,0
80,-0.0010236226,18.9110732,0,12,0,7,23,0,1,0,0
81,-27.33631397,100.3889125,0,1,0,6,2,0,1,0,0
82,-23.05603607,84.6682347,0,2,0,6,4,0,1,0,0
83,-19.44863255,71.41877872,0,3,0,6,6,0,1,0,0
84,-16.92528473,62.15086033,0,4,0,6,8,0,1,0,0
85,-14.26347227,52.37455584,0,5,0,6,10,0,1,0,0
86,-12.02390413,44.14896085,0,6,0,6,12,0,1,0,0
87,-10.45469068,38.39305223,0,7,0,6,14,0,1,0,0
88,-8.795831521,32.31608044,0,8,0,6,16,0,1,0,0
89,-7.412169357,27.21973911,0,9,0,6,18,0,1,0,0
90,-6.445554662,23.66060333,0,10,0,6,20,0,1,0,0
91,-5.409806071,19.93060131,0,11,0,6,22,0,1,0,0
92,-55.75341593,96.55973718,0,1,0,5,1,0,1,0,0
93,-47.93352982,83.01642278,0,2,0,5,3,0,1,0,0
94,-40.17206894,69.57432891,0,3,0,5,5,0,1,0,0
95,-34.52159344,59.78818189,0,4,0,5,7,0,1,0,0
96,-29.66619712,51.37908286,0,5,0,5,9,0,1,0,0
97,-24.84276932,43.02537756,0,6,0,5,11,0,1,0,0
98,-21.33300365,36.94683097,0,7,0,5,13,0,1,0,0
99,-18.31260831,31.71576516,0,8,0,5,15,0,1,0,0
100,-15.32004764,26.53288834,0,9,0,5,17,0,1,0,0
101,-13.15016458,22.77493356,0,10,0,5,19,0,1,0,0
102,-11.26744703,19.51422314,0,11,0,5,21,0,1,0,0
103,-9.456107469,16.37713483,0,12,0,5,23,0,1,0,0
104,-73.57240193,73.56842555,0,1,0,4,2,0,1,0,0
105,-62.05160831,62.04747445,0,2,0,4,4,0,1,0,0
106,-52.34183929,52.33762669,0,3,0,4,6,0,1,0,0
107,-45.54990649,45.54561515,0,4,0,4,8,0,1,0,0
108,-38.38537506,38.38100498,0,5,0,4,10,0,1,0,0
109,-32.35734031,32.35289149,0,6,0,4,12,0,1,0,0
110,-28.13733803,28.13568448,0,7,0,4,14,0,1,0,0
111,-23.68017027,23.68430413,0,8,0,4,16,0,1,0,0
112,-19.94875093,19.94749109,0,9,0,4,18,0,1,0,0
113,-17.34256842,17.33796212,0,10,0,4,20,0,1,0,0
114,-14.59150394,14.61445671,0,11,0,4,22,0,1,0,0
115,-96.56272931,55.74817971,0,1,0,3,1,0,1,0,0
116,-83.01902121,47.92904163,0,2,0,3,3,0,1,0,0
117,-69.57649426,40.16832878,0,3,0,3,5,0,1,0,0
118,-59.79007166,34.5183651,0,4,0,3,7,0,1,0,0
119,-51.38069704,29.66340185,0,5,0,3,9,0,1,0,0
120,-43.02671615,24.84044648,0,6,0,3,11,0,1,0,0
121,-36.94797271,21.33103514,0,7,0,3,13,0,1,0,0
122,-31.71674941,18.3109154,0,8,0,3,15,0,1,0,0
123,-26.53371512,15.31859095,0,9,0,3,17,0,1,0,0
124,-22.77564222,13.14894411,0,10,0,3,19,0,1,0,0
125,-19.51481369,11.26642341,0,11,0,3,21,0,1,0,0
126,-16.37764664,9.455241326,0,12,0,3,23,0,1,0,0
127,-100.4992669,26.92773108,0,1,0,2,2,0,1,0,0
128,-84.7615812,22.71040596,0,2,0,2,4,0,1,0,0
129,-71.49783388,19.15607334,0,3,0,2,6,0,1,0,0
130,-62.21987612,16.66981215,0,4,0,2,8,0,1,0,0
131,-52.43298107,14.04717294,0,5,0,2,10,0,1,0,0
132,-44.19848843,11.84055758,0,6,0,2,12,0,1,0,0
133,-38.43529635,10.29823391,0,7,0,2,14,0,1,0,0
134,-32.34962377,8.671697596,0,8,0,2,16,0,1,0,0
135,-27.24973912,7.301145675,0,9,0,2,18,0,1,0,0
136,-23.68800492,6.344255394,0,10,0,2,20,0,1,0,0
137,-19.94375093,5.361105257,0,11,0,2,22,0,1,0,0
138,-111.4998634,0,0,1,0,1,1,0,1,0,0
139,-95.86107539,0,0,2,0,1,3,0,1,0,0
140,-80.33917724,0,0,3,0,1,5,0,1,0,0
141,-69.03889555,0,0,4,0,1,7,0,1,0,0
142,-59.32869345,0,0,5,0,1,9,0,1,0,0
143,-49.68246777,0,0,6,0,1,11,0,1,0,0
144,-42.66340887,0,0,7,0,1,13,0,1,0,0
145,-36.62297253,0,0,8,0,1,15,0,1,0,0
146,-30.63816615,0,0,9,0,1,17,0,1,0,0
147,-26.29875436,0,0,10,0,1,19,0,1,0,0
148,-22.53355548,0,0,11,0,1,21,0,1,0,0
149,-18.9110732,0,0,12,0,1,23,0,1,0,0
150,110.8287213,2.680355778,0,1,12,0,1,12,1,0,0
151,110.0122641,5.548073862,0,2,12,0,1,12,1,0,0
152,109.0866337,8.441303771,0,3,12,0,1,12,1,0,0
153,108.1006489,11.21500606,0,4,12,0,1,12,1,0,0
154,106.9719869,14.0937084,0,5,12,0,1,12,1,0,0
155,105.8207264,16.77485158,0,6,12,0,1,12,1,0,0
156,104.806907,18.962963,0,7,12,0,1,12,1,0,0
157,103.5613945,21.46678325,0,8,12,0,1,12,1,0,0
158,100.3095424,22.76583907,0,9,12,0,2,15,1,0,0
159,100.0628887,19.81808157,0,10,12,0,2,15,1,0,0
160,99.62288844,16.40678051,0,11,12,0,2,15,1,0,0
161,99.29395126,13.50748761,0,12,12,0,2,15,1,0,0
162,98.67036824,10.36791898,0,13,12,0,2,15,1,0,0
163,97.97595842,7.344885856,0,14,12,0,2,15,1,0,0
164,97.13017056,4.198269984,0,15,12,0,2,15,1,0,0
165,94.16855479,4.34264014,0,16,12,0,3,14,1,0,0
166,93.0755227,7.116775497,0,17,12,0,3,14,1,0,0
167,91.87138819,9.90555653,0,18,12,0,3,14,1,0,0
168,90.61882846,12.56953435,0,19,12,0,3,14,1,0,0
169,89.21402455,15.32402402,0,20,12,0,3,14,1,0,0
170,87.80607104,17.87977343,0,21,12,0,3,14,1,0,0
171,84.51921887,18.96540394,0,22,12,0,4,17,1,0,0
172,84.07921863,15.55410289,0,23,12,0,4,17,1,0,0
173,83.75028145,12.65480998,0,24,12,0,4,17,1,0,0
174,83.12665906,9.515241359,0,25,12,0,4,17,1,0,0
175,82.43224924,6.49220823,0,26,12,0,4,17,1,0,0
176,81.58646138,3.345592358,0,27,12,0,4,17,1,0,0
177,79.77075174,2.381536719,0,28,12,0,5,16,1,0,0
178,78.67771965,5.155672075,0,29,12,0,5,16,1,0,0
179,76.22102541,10.60843093,0,30,12,0,5,16,1,0,0
180,77.47358514,7.944492479,0,30,12,0,5,16,1,0,0
181,74.8162215,13.36295997,0,32,12,0,5,16,1,0,0
182,73.40826799,15.91867001,0,33,12,0,5,16,1,0,0
183,71.47862128,14.99004746,0,34,12,0,6,19,1,0,0
184,71.03858167,11.57874641,0,35,12,0,6,19,1,0,0
185,70.70964448,8.679453506,0,36,12,0,6,19,1,0,0
186,70.08606147,5.539884881,0,37,12,0,6,19,1,0,0
187,69.39165164,2.516851753,0,38,12,0,6,19,1,0,0
188,68.3093676,2.856773196,0,39,12,0,7,18,1,0,0
189,67.34334345,5.677640861,0,40,12,0,7,18,1,0,0
190,66.26700429,8.518232946,0,41,12,0,7,18,1,0,0
191,65.13664935,11.23630528,0,42,12,0,7,18,1,0,0
192,63.8583022,14.0517005,0,43,12,0,7,18,1,0,0
193,61.94664762,12.40327441,0,44,12,0,8,21,1,0,0
194,61.50664739,8.99197336,0,45,12,0,8,21,1,0,0
195,61.1777102,6.092680455,0,46,12,0,8,21,1,0,0
196,60.55412719,2.953151201,0,47,12,0,8,21,1,0,0
197,58.47546465,2.898269282,0,48,12,0,9,20,1,0,0
198,57.11912533,5.797562186,0,49,12,0,9,20,1,0,0
199,55.66754975,8.328784025,0,50,12,0,9,20,1,0,0
200,54.00239137,11.33843132,0,51,12,0,9,20,1,0,0
201,52.01943754,9.373469629,0,52,12,0,10,23,1,0,0
202,51.23152373,6.025357584,0,53,12,0,10,23,1,0,0
203,50.60668087,3.175159195,0,54,12,0,10,23,1,0,0
204,48.49451438,3.305513596,0,55,12,0,11,22,1,0,0
205,47.38246653,5.862995292,0,56,12,0,11,22,1,0,0
206,46.18388321,8.3227604,0,57,12,0,11,22,1,0,0
207,43.99490565,9.403469645,0,58,12,0,12,1,1,0,0
208,43.73171653,5.835436222,0,59,12,0,12,1,1,0,0
209,43.22596822,3.092875686,0,60,12,0,12,1,1,0,0
210,42.30344804,1.514055936,0,61,12,0,13,24,1,0,0
211,41.40801449,4.155199094,0,62,12,0,13,24,1,0,0
212,39.898368,7.398822893,0,63,12,0,13,24,1,0,0
213,37.90781575,5.322404449,0,64,12,0,14,3,1,0,0
214,37.20651615,2.04311134,0,65,12,0,14,3,1,0,0
215,35.55045227,2.88189132,0,66,12,0,15,2,1,0,0
216,34.50037296,5.037443665,0,67,12,0,15,2,1,0,0
217,31.94848182,5.28330994,0,68,12,0,16,5,1,0,0
218,31.39438703,2.613938419,0,69,12,0,16,5,1,0,0
219,29.85773266,2.128150756,0,70,12,0,17,4,1,0,0
220,26.89387279,3.245631674,0,71,12,0,17,4,1,0,0
221,29.14387401,3.967994269,0,71,12,0,18,7,1,0,0
222,25.36611606,2.828781055,0,73,12,0,19,6,1,0,0
223,23.19946135,2.717442412,0,74,12,0,20,9,1,0,0
224,21.67835816,2.280079971,0,75,12,0,21,8,1,0,0
225,97.31017066,53.11239089,0,1,11,0,1,15,1,0,0
226,98.03753326,50.22077515,0,2,11,0,1,15,1,0,0
227,98.68312416,47.25246646,0,3,11,0,1,15,1,0,0
228,99.21662838,44.3574649,0,4,11,0,1,15,1,0,0
229,99.67910894,41.30021915,0,5,11,0,1,15,1,0,0
230,100.0232824,38.4026979,0,6,11,0,1,15,1,0,0
231,100.2398179,36.00088558,0,7,11,0,1,15,1,0,0
232,100.4135975,33.20982108,0,8,11,0,1,15,1,0,0
233,98.247494,30.45844164,0,9,11,0,2,12,1,0,0
234,96.55954033,32.88761618,0,10,11,0,2,12,1,0,0
235,94.47229511,35.62147593,0,11,11,0,2,12,1,0,0
236,92.73729417,37.96750082,0,12,11,0,2,12,1,0,0
237,90.62701744,40.3742344,0,13,11,0,2,12,1,0,0
238,88.51366984,42.64462933,0,14,11,0,2,12,1,0,0
239,86.20740876,44.94632348,0,15,11,0,2,12,1,0,0
240,83.71508458,43.3400234,0,16,11,0,3,17,1,0,0
241,84.15614781,40.39112417,0,17,11,0,3,17,1,0,0
242,84.50831335,37.37395719,0,18,11,0,3,17,1,0,0
243,84.75614813,34.44064852,0,19,11,0,3,17,1,0,0
244,84.91740806,31.35281221,0,20,11,0,3,17,1,0,0
245,84.97654195,28.43552717,0,21,11,0,3,17,1,0,0
246,82.67335173,25.85147065,0,22,11,0,4,14,1,0,0
247,80.58610651,28.5853304,0,23,11,0,4,14,1,0,0
248,78.85114494,30.93135529,0,24,11,0,4,14,1,0,0
249,76.74082884,33.33808887,0,25,11,0,4,14,1,0,0
250,74.62748124,35.6084838,0,26,11,0,4,14,1,0,0
251,72.32125953,37.91017795,0,27,11,0,4,14,1,0,0
252,70.26677023,37.83683146,0,28,11,0,5,19,1,0,0
253,70.70783346,34.88793223,0,29,11,0,5,19,1,0,0
254,71.30783378,28.93745657,0,30,11,0,5,19,1,0,0
255,71.06003837,31.87072587,0,30,11,0,5,19,1,0,0
256,71.46913308,25.84962026,0,32,11,0,5,19,1,0,0
257,71.5282276,22.93233522,0,33,11,0,5,19,1,0,0
258,69.39279338,22.77127214,0,34,11,0,6,16,1,0,0
259,67.30554816,25.50513188,0,35,11,0,6,16,1,0,0
260,65.57054722,27.85119614,0,36,11,0,6,16,1,0,0
261,63.46027049,30.25789036,0,37,11,0,6,16,1,0,0
262,61.34692289,32.52828528,0,38,11,0,6,16,1,0,0
263,60.57971775,31.69265491,0,39,11,0,7,21,1,0,0
264,61.15416688,28.76682656,0,40,11,0,7,21,1,0,0
265,61.64294667,25.7687147,0,41,11,0,7,21,1,0,0
266,62.02361617,22.84969738,0,42,11,0,7,21,1,0,0
267,62.32487618,19.77237288,0,43,11,0,7,21,1,0,0
268,59.84499295,20.24363298,0,44,11,0,8,18,1,0,0
269,57.75774772,22.97749272,0,45,11,0,8,18,1,0,0
270,56.02278616,25.32351761,0,46,11,0,8,18,1,0,0
271,53.91247006,27.73025119,0,47,11,0,8,18,1,0,0
272,52.0850675,26.7380853,0,48,11,0,9,23,1,0,0
273,52.36073694,23.54906783,0,49,11,0,9,23,1,0,0
274,52.36983143,20.63119224,0,50,11,0,9,23,1,0,0
275,52.43321729,17.19221401,0,51,11,0,9,23,1,0,0
276,49.73333394,17.90189943,0,52,11,0,10,20,1,0,0
277,47.37644291,20.40701889,0,53,11,0,10,20,1,0,0
278,45.4097883,22.56257124,0,54,11,0,10,20,1,0,0
279,43.64600782,21.3932399,0,55,11,0,11,1,1,0,0
280,43.96222846,18.62241163,0,56,11,0,11,1,1,0,0
281,44.15466951,15.89296134,0,57,11,0,11,1,1,0,0
282,42.79966878,13.86229095,0,58,11,0,12,22,1,0,0
283,40.78714801,16.82028467,0,59,11,0,12,22,1,0,0
284,38.97746199,18.94221495,0,60,11,0,12,22,1,0,0
285,37.3889572,19.84788473,0,61,11,0,13,3,1,0,0
286,37.93458741,17.11300137,0,62,11,0,13,3,1,0,0
287,38.24974506,13.54918054,0,63,11,0,13,3,1,0,0
288,35.48749948,14.35158255,0,64,11,0,14,24,1,0,0
289,33.24001795,16.84044216,0,65,11,0,14,24,1,0,0
290,32.22548984,15.28579566,0,66,11,0,15,9,1,0,0
291,32.3943482,12.89406208,0,67,11,0,15,9,1,0,0
292,30.30757542,11.40476994,0,68,11,0,16,2,1,0,0
293,28.49261381,13.43910175,0,69,11,0,16,2,1,0,0
294,26.91903028,13.09118817,0,70,11,0,17,7,1,0,0
295,24.91147015,10.64106874,0,71,11,0,17,7,1,0,0
296,27.22111706,11.1409509,0,71,11,0,18,4,1,0,0
297,23.380052,10.23787954,0,73,11,0,19,9,1,0,0
298,21.44820056,9.250595547,0,74,11,0,20,6,1,0,0
299,19.91229422,8.868508726,0,75,11,0,21,11,1,0,0
300,94.64135032,57.73392881,0,1,10,0,1,10,1,0,0
301,92.50044365,59.8092449,0,2,10,0,1,10,1,0,0
302,90.25225346,61.85208064,0,3,10,0,1,10,1,0,0
303,88.01154359,63.76121553,0,4,10,0,1,10,1,0,0
304,85.59481,65.68995673,0,5,10,0,1,10,1,0,0
305,83.25721031,67.43633563,0,6,10,0,1,10,1,0,0
306,81.28520137,68.82440724,0,7,10,0,1,10,1,0,0
307,78.9546883,70.370038,0,8,10,0,1,10,1,0,0
308,75.4889384,69.86921096,0,9,10,0,2,17,1,0,0
309,76.7491753,67.19302841,0,10,10,0,2,17,1,0,0
310,78.07370358,64.01873536,0,11,10,0,2,17,1,0,0
311,79.23842862,61.34337958,0,12,10,0,2,17,1,0,0
312,80.26811421,58.31262991,0,13,10,0,2,17,1,0,0
313,81.17819344,55.34735272,0,14,10,0,2,17,1,0,0
314,82.0189813,52.19939827,0,15,10,0,2,17,1,0,0
315,79.38193263,50.84368887,0,16,10,0,3,12,1,0,0
316,77.04834869,52.69967413,0,17,10,0,3,12,1,0,0
317,74.61114265,54.51282471,0,18,10,0,3,12,1,0,0
318,72.19444843,56.19365239,0,19,10,0,3,12,1,0,0
319,69.60062814,57.87676354,0,20,10,0,3,12,1,0,0
320,67.10346143,59.38613443,0,21,10,0,3,12,1,0,0
321,63.71412889,58.68298444,0,22,10,0,4,19,1,0,0
322,65.03865717,55.50869139,0,23,10,0,4,19,1,0,0
323,66.20342158,52.83333562,0,24,10,0,4,19,1,0,0
324,67.2330678,49.80258595,0,25,10,0,4,19,1,0,0
325,68.14314703,46.83734813,0,26,10,0,4,19,1,0,0
326,68.98393489,43.6893543,0,27,10,0,4,19,1,0,0
327,67.89350123,41.94663682,0,28,10,0,5,14,1,0,0
328,65.55987792,43.80262208,0,29,10,0,5,14,1,0,0
329,60.70597766,47.29660034,0,30,10,0,5,14,1,0,0
330,63.12267188,45.61577266,0,30,10,0,5,14,1,0,0
331,58.11215736,48.97971149,0,32,10,0,5,14,1,0,0
332,55.61503003,50.48912175,0,33,10,0,5,14,1,0,0
333,54.40813962,48.72006568,0,34,10,0,6,21,1,0,0
334,55.73266789,45.54577263,0,35,10,0,6,21,1,0,0
335,56.89739293,42.87041685,0,36,10,0,6,21,1,0,0
336,57.92707852,39.83966718,0,37,10,0,6,21,1,0,0
337,58.83715776,36.87442936,0,38,10,0,6,21,1,0,0
338,57.72991306,36.62765757,0,39,10,0,7,16,1,0,0
339,55.48294335,38.58765863,0,40,10,0,7,16,1,0,0
340,53.1305405,40.50954943,0,41,10,0,7,16,1,0,0
341,50.79262585,42.29832993,0,42,10,0,7,16,1,0,0
342,48.27786072,44.09742539,0,43,10,0,7,16,1,0,0
343,47.44648231,41.71403827,0,44,10,0,8,23,1,0,0
344,48.77101059,38.53970585,0,45,10,0,8,23,1,0,0
345,49.935775,35.86438945,0,46,10,0,8,23,1,0,0
346,50.96542122,32.83363978,0,47,10,0,8,23,1,0,0
347,49.19266436,31.74682817,0,48,10,0,9,18,1,0,0
348,46.56841097,33.57958506,0,49,10,0,9,18,1,0,0
349,44.04577182,35.04592444,0,50,10,0,9,18,1,0,0
350,41.09888046,36.81978366,0,51,10,0,9,18,1,0,0
351,40.36403754,34.12667197,0,52,10,0,10,1,1,0,0
