id,x,y,z,address,panel,feather,rung,spiral,controllerID,controllerChannel,position
352,41.35569162,30.83312689,0,53,10,0,10,1,1,0,0
353,42.23958974,28.05237735,0,54,10,0,10,1,1,0,0
354,40.34521864,27.10918787,0,55,10,0,11,20,1,0,0
355,38.10344577,28.76804703,0,56,10,0,11,20,1,0,0
356,35.8356099,30.29903211,0,57,10,0,11,20,1,0,0
357,33.39954559,30.14048872,0,58,10,0,12,3,1,0,0
358,34.95553069,26.91883343,0,59,10,0,12,3,1,0,0
359,35.88879891,24.29083989,0,60,10,0,12,3,1,0,0
360,35.87923197,22.46229559,0,61,10,0,13,22,1,0,0
361,33.78320722,24.30190289,0,62,10,0,13,22,1,0,0
362,30.85407178,26.3562347,0,63,10,0,13,22,1,0,0
363,30.16836275,23.56272926,0,64,10,0,14,5,1,0,0
364,31.2006074,20.37209762,0,65,10,0,14,5,1,0,0
365,29.34702372,20.27048339,0,66,10,0,15,24,1,0,0
366,27.35985729,21.61225577,0,67,10,0,15,24,1,0,0
367,25.02690328,20.54926307,0,68,10,0,16,7,1,0,0
368,25.88166752,17.96044277,0,69,10,0,16,7,1,0,0
369,24.79379292,16.77142638,0,70,10,0,17,2,1,0,0
370,21.66824005,16.25733161,0,71,10,0,17,2,1,0,0
371,23.25568185,18.00788374,0,71,10,0,18,9,1,0,0
372,20.55359378,15.13248849,0,73,10,0,19,4,1,0,0
373,18.73284476,13.95276344,0,74,10,0,20,11,1,0,0
374,17.63418275,12.81347149,0,75,10,0,21,6,1,0,0
375,57.71857448,94.6507204,0,1,9,0,1,17,1,0,0
376,59.79428426,92.5101287,0,2,9,0,1,17,1,0,0
377,61.83747434,90.26229284,0,3,9,0,1,17,1,0,0
378,63.74696356,88.02185856,0,4,9,0,1,17,1,0,0
379,65.67605909,85.60543993,0,5,9,0,1,17,1,0,0
380,67.42283168,83.2681552,0,6,9,0,1,17,1,0,0
381,68.81121826,81.29634311,0,7,9,0,1,17,1,0,0
382,70.35724272,78.96606626,0,8,9,0,1,17,1,0,0
383,69.85696686,75.50027699,0,9,9,0,2,10,1,0,0
384,67.18058746,76.76008082,0,10,9,0,2,10,1,0,0
385,64.00605819,78.08409728,0,11,9,0,2,10,1,0,0
386,61.33054493,79.24838925,0,12,9,0,2,10,1,0,0
387,58.29963778,80.27756303,0,13,9,0,2,10,1,0,0
388,55.33420311,81.18716983,0,14,9,0,2,10,1,0,0
389,52.18613054,82.02744587,0,15,9,0,2,10,1,0,0
390,50.83081485,79.39020035,0,16,9,0,3,19,1,0,0
391,52.68719381,77.05685263,0,17,9,0,3,19,1,0,0
392,54.50073809,74.61996155,0,18,9,0,3,19,1,0,0
393,56.18195947,72.20354293,0,19,9,0,3,19,1,0,0
394,57.86546432,69.60999822,0,20,9,0,3,19,1,0,0
395,59.37526828,67.11310711,0,21,9,0,3,19,1,0,0
396,58.67266948,63.72365646,0,22,9,0,4,12,1,0,0
397,55.49814021,65.04767292,0,23,9,0,4,12,1,0,0
398,52.82262695,66.21196489,0,24,9,0,4,12,1,0,0
399,49.79168043,67.24113867,0,25,9,0,4,12,1,0,0
400,46.82628513,68.15074546,0,26,9,0,4,12,1,0,0
401,43.67817319,68.99102151,0,27,9,0,4,12,1,0,0
402,41.9356132,67.90027289,0,28,9,0,5,21,1,0,0
403,43.79199215,65.56696454,0,29,9,0,5,21,1,0,0
404,47.28675782,60.71361546,0,30,9,0,5,21,1,0,0
405,45.60553644,63.13007346,0,30,9,0,5,21,1,0,0
406,48.97030203,58.12011013,0,32,9,0,5,21,1,0,0
407,50.480106,55.62317964,0,33,9,0,5,21,1,0,0
408,48.71124678,54.41605301,0,34,9,0,6,14,1,0,0
409,45.53675687,55.7400301,0,35,9,0,6,14,1,0,0
410,42.86120425,56.90436144,0,36,9,0,6,14,1,0,0
411,39.8302971,57.93353522,0,37,9,0,6,14,1,0,0
412,36.8649018,58.84314201,0,38,9,0,6,14,1,0,0
413,36.61832686,57.73585795,0,39,9,0,7,23,1,0,0
414,38.57868225,55.48916382,0,40,9,0,7,23,1,0,0
415,40.50092738,53.13711531,0,41,9,0,7,23,1,0,0
416,42.29010158,50.79947625,0,42,9,0,7,23,1,0,0
417,44.08959074,48.28502607,0,43,9,0,7,23,1,0,0
418,41.7063611,47.45325397,0,44,9,0,8,16,1,0,0
419,38.53183183,48.77727043,0,45,9,0,8,16,1,0,0
420,35.8562792,49.9415624,0,46,9,0,8,16,1,0,0
421,32.82537206,50.97073619,0,47,9,0,8,16,1,0,0
422,31.73883604,49.19782184,0,48,9,0,9,1,1,0,0
423,33.572026,46.57384405,0,49,9,0,9,1,1,0,0
424,35.03879845,44.05144111,0,50,9,0,9,1,1,0,0
425,36.81313012,41.10486472,0,51,9,0,9,1,1,0,0
426,34.12009717,40.36954936,0,52,9,0,10,18,1,0,0
427,30.82643397,41.36065226,0,53,9,0,10,18,1,0,0
428,28.04552696,42.2441173,0,54,9,0,10,18,1,0,0
429,27.10265243,40.34958872,0,55,9,0,11,3,1,0,0
430,28.7619053,38.10809144,0,56,9,0,11,3,1,0,0
431,30.2932447,35.84049179,0,57,9,0,11,3,1,0,0
432,30.13505564,33.40442749,0,58,9,0,12,20,1,0,0
433,26.91316414,34.95990077,0,59,9,0,12,20,1,0,0
434,24.28501311,35.89273592,0,60,9,0,12,20,1,0,0
435,22.45646882,35.88285402,0,61,9,0,13,9,1,0,0
436,24.29643044,33.78714423,0,62,9,0,13,9,1,0,0
437,26.3512347,30.85832375,0,63,9,0,13,9,1,0,0
438,23.55784737,30.17218165,0,64,9,0,14,22,1,0,0
439,20.36701887,31.20391449,0,65,9,0,14,22,1,0,0
440,20.2657196,29.35029144,0,66,9,0,15,7,1,0,0
441,21.60780694,27.36336123,0,67,9,0,15,7,1,0,0
442,20.54520794,25.03024974,0,68,9,0,16,24,1,0,0
443,17.95626954,25.88458091,0,69,9,0,16,24,1,0,0
444,16.76741063,24.79650945,0,70,9,0,17,9,1,0,0
445,16.25382767,21.67087784,0,71,9,0,17,9,1,0,0
446,18.00414358,23.25859524,0,71,9,0,18,2,1,0,0
447,15.12914203,20.55603472,0,73,9,0,19,11,1,0,0
448,13.94973194,18.73512823,0,74,9,0,20,4,1,0,0
449,12.81059747,17.63626937,0,75,9,0,21,13,1,0,0
450,53.09660348,97.31875334,0,1,8,0,1,8,1,0,0
451,50.20486963,98.0456435,0,2,8,0,1,8,1,0,0
452,47.2364822,98.69076195,0,3,8,0,1,8,1,0,0
453,44.3414019,99.22379374,0,4,8,0,1,8,1,0,0
454,41.28407741,99.68580186,0,5,8,0,1,8,1,0,0
455,38.38651679,100.0295028,0,6,8,0,1,8,1,0,0
456,35.9846651,100.2456447,0,7,8,0,1,8,1,0,0
457,33.19356123,100.4189912,0,8,8,0,1,8,1,0,0
458,30.44253612,98.25241526,0,9,8,0,2,19,1,0,0
459,32.87198625,96.56485529,0,10,8,0,2,19,1,0,0
460,35.60616096,94.47804314,0,11,8,0,2,19,1,0,0
461,37.95250081,92.74347528,0,12,8,0,2,19,1,0,0
462,40.35954935,90.63355288,0,13,8,0,2,19,1,0,0
463,42.63029861,88.52055961,0,14,8,0,2,19,1,0,0
464,44.93238647,86.21469223,0,15,8,0,2,19,1,0,0
465,43.32644072,83.72209245,0,16,8,0,3,10,1,0,0
466,40.37750212,84.16268324,0,17,8,0,3,10,1,0,0
467,37.3602564,84.51437635,0,18,8,0,3,10,1,0,0
468,34.42690835,84.76173868,0,19,8,0,3,10,1,0,0
469,31.33907204,84.9224868,0,20,8,0,3,10,1,0,0
470,28.42174763,84.98114825,0,21,8,0,3,10,1,0,0
471,25.83804545,82.67756433,0,22,8,0,4,21,1,0,0
472,28.57225952,80.59075218,0,23,8,0,4,21,1,0,0
473,30.91859937,78.85614494,0,24,8,0,4,21,1,0,0
474,33.32564792,76.74622255,0,25,8,0,4,21,1,0,0
475,35.59639717,74.63326865,0,26,8,0,4,21,1,0,0
476,37.89844566,72.32740126,0,27,8,0,4,21,1,0,0
477,37.8254535,70.27291196,0,28,8,0,5,12,1,0,0
478,34.87647553,70.71350275,0,29,8,0,5,12,1,0,0
479,28.92588176,71.31251882,0,30,8,0,5,12,1,0,0
480,31.8592298,71.06519586,0,30,8,0,5,12,1,0,0
481,25.83804545,71.47330631,0,32,8,0,5,12,1,0,0
482,22.92076041,71.53196776,0,33,8,0,5,12,1,0,0
483,22.76005166,69.39649417,0,34,8,0,6,23,1,0,0
484,25.49422637,67.30968202,0,35,8,0,6,23,1,0,0
485,27.84056622,65.57507478,0,36,8,0,6,23,1,0,0
486,30.24761476,63.46515238,0,37,8,0,6,23,1,0,0
487,32.51836402,61.35215911,0,38,8,0,6,23,1,0,0
488,31.68285175,60.58487524,0,39,8,0,7,14,1,0,0
489,28.75690529,61.15885192,0,40,8,0,7,14,1,0,0
490,25.7587147,61.6471199,0,41,8,0,7,14,1,0,0
491,22.839658,62.02731696,0,42,8,0,7,14,1,0,0
492,19.76225477,62.32806515,0,43,8,0,7,14,1,0,0
493,20.23394793,59.84830003,0,44,8,0,8,1,1,0,0
494,22.96812264,57.76148788,0,45,8,0,8,1,1,0,0
495,25.31446249,56.02688065,0,46,8,0,8,1,1,0,0
496,27.72151103,53.91695825,0,47,8,0,8,1,1,0,0
497,26.72962073,52.08939821,0,48,8,0,9,16,1,0,0
498,23.54060326,52.36455584,0,49,8,0,9,16,1,0,0
499,20.62272767,52.37317789,0,50,8,0,9,16,1,0,0
500,17.18371007,52.43601257,0,51,8,0,9,16,1,0,0
501,17.89382856,49.73624733,0,52,8,0,10,3,1,0,0
502,20.39934172,47.37974999,0,53,8,0,10,3,1,0,0
503,22.55520903,45.41344972,0,54,8,0,10,3,1,0,0
504,21.38615328,43.64947239,0,55,8,0,11,18,1,0,0
505,18.61532501,43.96525996,0,56,8,0,11,18,1,0,0
506,15.88579598,44.15722857,0,57,8,0,11,18,1,0,0
507,13.85536181,42.80195225,0,58,8,0,12,5,1,0,0
508,16.81370987,40.78986455,0,59,8,0,12,5,1,0,0
509,18.93587637,38.98053286,0,60,8,0,12,5,1,0,0
510,19.84186111,37.39218555,0,61,8,0,13,20,1,0,0
511,17.10685963,37.93738269,0,62,8,0,13,20,1,0,0
512,13.54299944,38.25194979,0,63,8,0,13,20,1,0,0
513,14.34583452,35.48982231,0,64,8,0,14,7,1,0,0
514,16.83508783,33.24273449,0,65,8,0,14,7,1,0,0
515,15.2805988,32.22797016,0,66,8,0,15,22,1,0,0
516,12.88882586,32.39647419,0,67,8,0,15,22,1,0,0
517,11.39984868,30.30942582,0,68,8,0,16,9,1,0,0
518,13.43449544,28.49477917,0,69,8,0,16,9,1,0,0
519,13.08681809,26.92115627,0,70,8,0,17,24,1,0,0
520,10.63705299,24.91320243,0,71,8,0,17,24,1,0,0
521,11.13654145,27.22292809,0,71,8,0,18,11,1,0,0
522,10.23410001,23.38174491,0,73,8,0,19,2,1,0,0
523,9.247130978,21.44969662,0,74,8,0,20,13,1,0,0
524,8.865280378,19.91371154,0,75,8,0,21,4,1,0,0
525,2.662403013,110.8291543,0,1,7,0,1,19,1,0,0
526,5.530278577,110.0131696,0,2,7,0,1,19,1,0,0
527,8.423626596,109.0880117,0,3,7,0,1,19,1,0,0
528,11.19748636,108.10246,0,4,7,0,1,19,1,0,0
529,14.07634618,106.9742704,0,5,7,0,1,19,1,0,0
530,16.75772558,105.823443,0,6,7,0,1,19,1,0,0
531,18.94599448,104.8099779,0,7,7,0,1,19,1,0,0
532,21.45001158,103.5648591,0,8,7,0,1,19,1,0,0
533,22.74957921,100.3132038,0,9,7,0,2,8,1,0,0
534,19.80186109,100.066117,0,10,7,0,2,8,1,0,0
535,16.39063877,99.62552624,0,11,7,0,2,8,1,0,0
536,13.49138524,99.29611661,0,12,7,0,2,8,1,0,0
537,10.35193472,98.67202179,0,13,7,0,2,8,1,0,0
538,7.329019706,97.97713952,0,14,7,0,2,8,1,0,0
539,4.182521944,97.13083985,0,15,7,0,2,8,1,0,0
540,4.327364542,94.16922408,0,16,7,0,3,21,1,0,0
541,7.101657378,93.07666443,0,17,7,0,3,21,1,0,0
542,9.890674632,91.872963,0,18,7,0,3,21,1,0,0
543,12.5548493,90.62083634,0,19,7,0,3,21,1,0,0
544,15.3095752,89.21650487,0,20,7,0,3,21,1,0,0
545,17.86552146,87.80894505,0,21,7,0,3,21,1,0,0
546,18.95170315,84.52228974,0,22,7,0,4,10,1,0,0
547,15.54048083,84.08169895,0,23,7,0,4,10,1,0,0
548,12.64126667,83.75232869,0,24,7,0,4,10,1,0,0
549,9.501776785,83.1281945,0,25,7,0,4,10,1,0,0
550,6.478861766,82.43331223,0,26,7,0,4,10,1,0,0
551,3.332364004,81.58701256,0,27,7,0,4,10,1,0,0
552,2.368623326,79.77114544,0,28,7,0,5,23,1,0,0
553,5.142916163,78.67854642,0,29,7,0,5,23,1,0,0
554,10.59610808,76.2227577,0,30,7,0,5,23,1,0,0
555,7.931933417,77.47488436,0,30,7,0,5,23,1,0,0
556,13.35083398,74.81838686,0,32,7,0,5,23,1,0,0
557,15.90678024,73.41086641,0,33,7,0,5,23,1,0,0
558,14.97847266,71.48102285,0,34,7,0,6,12,1,0,0
559,11.56721097,71.04047143,0,35,7,0,6,12,1,0,0
560,8.667996807,70.71106181,0,36,7,0,6,12,1,0,0
561,5.528546293,70.08696698,0,37,7,0,6,12,1,0,0
562,2.505631274,69.39204535,0,38,7,0,6,12,1,0,0
563,2.845710198,68.30980067,0,39,7,0,7,1,1,0,0
564,5.666735344,67.34428833,0,40,7,0,7,1,1,0,0
565,8.507484909,66.26838224,0,41,7,0,7,1,1,0,0
566,11.22575409,65.13846037,0,42,7,0,7,1,1,0,0
567,14.04134617,63.86058567,0,43,7,0,7,1,1,0,0
568,12.39323504,61.9486555,0,44,7,0,8,14,1,0,0
569,8.982012724,61.50810408,0,45,7,0,8,14,1,0,0
570,6.08275919,61.17869445,0,46,7,0,8,14,1,0,0
571,2.943308676,60.55459963,0,47,7,0,8,14,1,0,0
572,2.888781088,58.47589772,0,48,7,0,9,3,1,0,0
573,5.788310212,57.12003084,0,49,7,0,9,3,1,0,0
574,8.319768272,55.66888833,0,50,7,0,9,3,1,0,0
575,11.32965179,54.00420239,0,51,7,0,9,3,1,0,0
576,9.365044427,52.0209336,0,52,7,0,10,16,1,0,0
577,6.017089863,51.23250798,0,53,7,0,10,16,1,0,0
578,3.166970214,50.60719268,0,54,7,0,10,16,1,0,0
579,3.297639576,48.49506556,0,55,7,0,11,5,1,0,0
580,5.855318123,47.38341141,0,56,7,0,11,5,1,0,0
581,8.315280081,46.18526116,0,57,7,0,11,5,1,0,0
582,9.396304287,43.99644108,0,58,7,0,12,18,1,0,0
583,5.828349604,43.73262204,0,59,7,0,12,18,1,0,0
584,3.085867808,43.22644067,0,60,7,0,12,18,1,0,0
585,1.507205538,42.30368426,0,61,7,0,13,7,1,0,0
586,4.148506177,41.40868378,0,62,7,0,13,7,1,0,0
587,7.392366197,39.89958847,0,63,7,0,13,7,1,0,0
588,5.316302083,37.90868189,0,64,7,0,14,20,1,0,0
589,2.037087714,37.20683112,0,65,7,0,14,20,1,0,0
590,2.876143285,35.55092471,0,66,7,0,15,9,1,0,0
591,5.031853111,34.50119973,0,67,7,0,15,9,1,0,0
592,5.278152457,31.94934796,0,68,7,0,16,22,1,0,0
593,2.608859677,31.39478073,0,69,7,0,16,22,1,0,0
594,2.123308233,29.85808699,0,70,7,0,17,11,1,0,0
595,3.241261593,26.8943846,0,71,7,0,17,11,1,0,0
596,3.963269857,29.14450393,0,71,7,0,18,24,1,0,0
597,2.824686565,25.3665885,0,73,7,0,19,13,1,0,0
598,2.713702253,23.19989442,0,74,7,0,20,2,1,0,0
599,2.276576033,21.67871249,0,75,7,0,21,15,1,0,0
600,-2.674371523,110.8288787,0,1,6,0,1,6,1,0,0
601,-5.542128977,110.0125791,0,2,6,0,1,6,1,0,0
602,-8.435398256,109.0871062,0,3,6,0,1,6,1,0,0
603,-11.20917928,108.1012395,0,4,6,0,1,6,1,0,0
604,-14.08792099,106.9727349,0,5,6,0,1,6,1,0,0
605,-16.76914291,105.8216319,0,6,6,0,1,6,1,0,0
606,-18.9572937,104.8079306,0,7,6,0,1,6,1,0,0
607,-21.46119269,103.5625756,0,8,6,0,1,6,1,0,0
608,-22.76040599,100.3107628,0,9,6,0,2,21,1,0,0
609,-19.81268786,100.0639517,0,10,6,0,2,21,1,0,0
610,-16.40138681,99.62375458,0,11,6,0,2,21,1,0,0
611,-13.50213328,99.29465992,0,12,6,0,2,21,1,0,0
612,-10.36260402,98.67091942,0,13,6,0,2,21,1,0,0
613,-7.339610263,97.97635212,0,14,6,0,2,21,1,0,0
614,-4.19303376,97.13036741,0,15,6,0,2,21,1,0,0
615,-4.337561397,94.16879101,0,16,6,0,3,8,1,0,0
616,-7.111736124,93.0759164,0,17,6,0,3,8,1,0,0
617,-9.900595898,91.8719,0,18,6,0,3,8,1,0,0
618,-12.56465245,90.61949775,0,19,6,0,3,8,1,0,0
619,-15.31922087,89.21485133,0,20,6,0,3,8,1,0,0
620,-17.87500965,87.80701592,0,21,6,0,3,8,1,0,0
621,-18.96083701,84.52024249,0,22,6,0,4,23,1,0,0
622,-15.54957533,84.0800454,0,23,6,0,4,23,1,0,0
623,-12.65028242,83.75095074,0,24,6,0,4,23,1,0,0
624,-9.510753167,83.12717087,0,25,6,0,4,23,1,0,0
625,-6.487759409,82.43260357,0,26,6,0,4,23,1,0,0
626,-3.341182907,81.58665823,0,27,6,0,4,23,1,0,0
627,-2.377245378,79.77090922,0,28,6,0,5,10,1,0,0
628,-5.151420105,78.67799524,0,29,6,0,5,10,1,0,0
629,-10.60433644,76.22161596,0,30,6,0,5,10,1,0,0
630,-7.940279878,77.47401821,0,30,6,0,5,10,1,0,0
631,-13.35890485,74.81696954,0,32,6,0,5,10,1,0,0
632,-15.91469363,73.40913413,0,33,6,0,5,10,1,0,0
633,-14.98618919,71.47940868,0,34,6,0,6,1,1,0,0
634,-11.57488814,71.03921159,0,35,6,0,6,1,1,0,0
635,-8.675634606,70.71011692,0,36,6,0,6,1,1,0,0
636,-5.536105352,70.08633706,0,37,6,0,6,1,1,0,0
637,-2.513111593,69.39176976,0,38,6,0,6,1,1,0,0
638,-2.853072407,68.30948571,0,39,6,0,7,12,1,0,0
639,-5.673979442,67.34365841,0,40,6,0,7,12,1,0,0
640,-8.514650267,66.26747673,0,41,6,0,7,12,1,0,0
641,-11.23276197,65.13727927,0,42,6,0,7,12,1,0,0
642,-14.0482753,63.8590896,0,43,6,0,7,12,1,0,0
643,-12.39992796,61.94731692,0,44,6,0,8,3,1,0,0
644,-8.988666271,61.50711983,0,45,6,0,8,3,1,0,0
645,-6.089373367,61.17802516,0,46,6,0,8,3,1,0,0
646,-2.949844113,60.55428467,0,47,6,0,8,3,1,0,0
647,-2.895119674,58.47562213,0,48,6,0,9,14,1,0,0
648,-5.794491318,57.11940092,0,49,6,0,9,14,1,0,0
649,-8.325791898,55.66802219,0,50,6,0,9,14,1,0,0
650,-11.33547856,54.00298192,0,51,6,0,9,14,1,0,0
651,-9.370674352,52.01994935,0,52,6,0,10,5,1,0,0
652,-6.022601677,51.23183869,0,53,6,0,10,5,1,0,0
653,-3.172442658,50.60683835,0,54,6,0,10,5,1,0,0
654,-3.302915169,48.49471123,0,55,6,0,11,16,1,0,0
655,-5.860436236,47.38278149,0,56,6,0,11,16,1,0,0
656,-8.320280084,46.18435565,0,57,6,0,11,16,1,0,0
657,-9.401068069,43.99541746,0,58,6,0,12,7,1,0,0
658,-5.833074016,43.73203149,0,59,6,0,12,7,1,0,0
659,-3.09051348,43.2261257,0,60,6,0,12,7,1,0,0
660,-1.51177247,42.30352678,0,61,6,0,13,18,1,0,0
661,-4.152954999,41.40821134,0,62,6,0,13,18,1,0,0
662,-7.396696908,39.89880107,0,63,6,0,13,18,1,0,0
663,-5.320357204,37.90813071,0,64,6,0,14,9,1,0,0
664,-2.041103464,37.20663426,0,65,6,0,14,9,1,0,0
665,-2.879962185,35.55060975,0,66,6,0,15,20,1,0,0
666,-5.0355539,34.50064855,0,67,6,0,15,20,1,0,0
667,-5.281577655,31.94875741,0,68,6,0,16,11,1,0,0
668,-2.612245505,31.39450514,0,69,6,0,16,11,1,0,0
669,-2.126497211,29.85785077,0,70,6,0,17,22,1,0,0
670,-3.24417498,26.89403027,0,71,6,0,17,22,1,0,0
671,-3.966419465,29.14411023,0,71,6,0,18,13,1,0,0
672,-2.827403102,25.36627354,0,73,6,0,19,24,1,0,0
673,-2.716182569,23.19961883,0,74,6,0,20,15,1,0,0
674,-2.278898868,21.67847627,0,75,6,0,21,2,1,0,0
675,-53.10711529,97.31304468,0,1,5,0,1,21,1,0,0
676,-50.21546019,98.04021042,0,2,5,0,1,21,1,0,0
677,-47.2471515,98.68564384,0,3,5,0,1,21,1,0,0
678,-44.35211056,99.21902996,0,4,5,0,1,21,1,0,0
679,-41.29486482,99.68135304,0,5,5,0,1,21,1,0,0
680,-38.3973042,100.0253296,0,6,5,0,1,21,1,0,0
681,-35.99549188,100.241747,0,7,5,0,1,21,1,0,0
682,-33.20438801,100.4154086,0,8,5,0,1,21,1,0,0
683,-30.45312668,98.24914754,0,9,5,0,2,6,1,0,0
684,-32.88241933,96.56131199,0,10,5,0,2,6,1,0,0
685,-35.61635782,94.47422424,0,11,5,0,2,6,1,0,0
686,-37.96250081,92.73934142,0,12,5,0,2,6,1,0,0
687,-40.36935251,90.6291828,0,13,5,0,2,6,1,0,0
688,-42.63986555,88.51595331,0,14,5,0,2,6,1,0,0
689,-44.94167781,86.2098497,0,15,5,0,2,6,1,0,0
690,-43.33549584,83.71740741,0,16,5,0,3,23,1,0,0
691,-40.38659661,84.15831316,0,17,5,0,3,23,1,0,0
692,-37.36939026,84.51032123,0,18,5,0,3,23,1,0,0
693,-34.43608159,84.75799853,0,19,5,0,3,23,1,0,0
694,-31.34824527,84.91910097,0,20,5,0,3,23,1,0,0
695,-28.43096023,84.97807738,0,21,5,0,3,23,1,0,0
696,-25.84698246,82.67476905,0,22,5,0,4,8,1,0,0
697,-28.58096032,80.58764194,0,23,5,0,4,8,1,0,0
698,-30.92710331,78.85279849,0,24,5,0,4,8,1,0,0
699,-33.33391564,76.74263987,0,25,5,0,4,8,1,0,0
700,-35.60442868,74.62941038,0,26,5,0,4,8,1,0,0
701,-37.90628031,72.32330677,0,27,5,0,4,8,1,0,0
702,-37.83301256,70.26881747,0,28,5,0,5,1,1,0,0
